Дата,Цена,Откр.,Макс.,Мин.,Объём,Изм. %
04.12.2012,"4,9579","4,9555","4,98","4,9465",,"0,02%"
03.12.2012,"4,9571","4,9576","4,9808","4,9437",,"-0,11%"
02.12.2012,"4,9624","4,9583","4,9624","4,9547",,"0,02%"
30.11.2012,"4,9615","4,9552","4,9714","4,9436",,"0,13%"
29.11.2012,"4,9552","4,9879","4,9915","4,9441",,"-0,73%"
28.11.2012,"4,9916","4,9929","5,0121","4,9833",,"0,07%"
27.11.2012,"4,988","4,9787","4,9998","4,9679",,"0,35%"
26.11.2012,"4,9708","4,9876","4,9929","4,9708",,"-0,35%"
25.11.2012,"4,9884","4,9817","4,9884","4,9804",,"0,20%"
23.11.2012,"4,9786","4,9939","5,0083","4,9759",,"-0,46%"
22.11.2012,"5,0017","4,9974","5,0059","4,9905",,"0,19%"
21.11.2012,"4,9924","5,0227","5,0485","4,9924",,"-0,65%"
20.11.2012,"5,0253","5,0353","5,0508","5,0149",,"-0,21%"
19.11.2012,"5,0361","5,0772","5,0843","5,0252",,"-0,79%"
18.11.2012,"5,0764","5,0786","5,0792","5,0764",,"0,08%"
16.11.2012,"5,0724","5,075","5,0977","5,0724",,"-0,20%"
15.11.2012,"5,0825","5,0907","5,0958","5,0709",,"-0,06%"
14.11.2012,"5,0854","5,0942","5,1001","5,0745",,"-0,05%"
13.11.2012,"5,0881","5,0785","5,1118","5,0744",,"0,05%"
12.11.2012,"5,0855","5,0536","5,0855","5,0467",,"0,77%"
11.11.2012,"5,0465","5,052","5,0556","5,0465",,"-0,17%"
09.11.2012,"5,0551","5,0251","5,0765","5,0245",,"0,64%"
08.11.2012,"5,0232","5,0547","5,0601","5,0232",,"-0,72%"
07.11.2012,"5,0598","5,0263","5,0598","5,0027",,"0,71%"
06.11.2012,"5,024","5,0606","5,0663","4,9932",,"-0,68%"
05.11.2012,"5,0584","5,0435","5,0812","5,0393",,"0,21%"
04.11.2012,"5,0478","5,0357","5,0478","5,0357",,"0,06%"
02.11.2012,"5,0448","5,0129","5,0516","5,0114",,"0,62%"
01.11.2012,"5,0137","5,024","5,053","5,0078",,"-0,27%"
31.10.2012,"5,0273","5,0298","5,0508","5,0066",,"0,02%"
30.10.2012,"5,0262","5,0447","5,0539","5,0191",,"-0,27%"
29.10.2012,"5,04","5,0094","5,0653","5,0071",,"0,69%"
28.10.2012,"5,0053","5,0058","5,0124","5,0053",,"-0,03%"
26.10.2012,"5,0069","5,0178","5,0418","5,0069",,"-0,20%"
25.10.2012,"5,0171","5,0281","5,0353","4,9942",,"-0,16%"
24.10.2012,"5,0251","5,0226","5,0368","4,9992",,"0,03%"
23.10.2012,"5,0234","4,9722","5,0386","4,9698",,"1,08%"
22.10.2012,"4,9697","4,9434","4,98","4,9288",,"0,47%"
21.10.2012,"4,9465","4,9393","4,9465","4,9384",,"0,15%"
19.10.2012,"4,939","4,9239","4,9557","4,9183",,"0,36%"
18.10.2012,"4,9214","4,9178","4,9324","4,906",,"0,13%"
17.10.2012,"4,9149","4,9193","4,9388","4,901",,"-0,02%"
16.10.2012,"4,916","4,941","4,9461","4,9029",,"-0,59%"
15.10.2012,"4,9453","4,967","4,9914","4,9255",,"-0,44%"
14.10.2012,"4,9671","4,9619","4,9671","4,9552",,"0,13%"
12.10.2012,"4,9608","4,9422","4,9822","4,9382",,"0,30%"
11.10.2012,"4,9459","4,9457","4,9714","4,9344",,"0,13%"
10.10.2012,"4,9394","4,9547","4,9683","4,9228",,"-0,23%"
09.10.2012,"4,9507","4,9594","4,9862","4,938",,"-0,10%"
08.10.2012,"4,9557","4,9059","4,9788","4,9055",,"0,99%"
07.10.2012,"4,9073","4,9045","4,9073","4,8854",,"-0,02%"
05.10.2012,"4,9081","4,8913","4,939","4,8729",,"0,25%"
04.10.2012,"4,896","4,9247","4,9539","4,8849",,"-0,64%"
03.10.2012,"4,9276","4,9247","4,9714","4,915",,"0,06%"
02.10.2012,"4,9246","4,9625","4,9648","4,9043",,"-0,74%"
01.10.2012,"4,9612","4,9722","4,9792","4,9275",,"-0,22%"
30.09.2012,"4,9719","4,9655","4,973","4,9613",,"0,11%"
28.09.2012,"4,9664","4,9128","4,9926","4,9074",,"0,93%"
27.09.2012,"4,9208","4,9696","4,973","4,9051",,"-1,01%"
26.09.2012,"4,9709","4,9466","4,981","4,9321",,"0,62%"
25.09.2012,"4,9405","4,9357","4,9527","4,904",,"-0,03%"
24.09.2012,"4,942","4,9231","4,9664","4,9228",,"0,46%"
23.09.2012,"4,9193","4,9359","4,936","4,9185",,"-0,04%"
21.09.2012,"4,9214","4,9387","4,9717","4,8995",,"-0,43%"
20.09.2012,"4,9425","4,9439","5,028","4,9251",,"0,35%"
19.09.2012,"4,9254","4,9045","4,9539","4,8759",,"0,42%"
18.09.2012,"4,9046","4,8632","4,9203","4,8482",,"1,02%"
17.09.2012,"4,8552","4,8327","4,8654","4,8211",,"0,41%"
16.09.2012,"4,8352","4,8289","4,8352","4,8172",,"0,17%"
14.09.2012,"4,827","4,9024","4,9131","4,8095",,"-1,65%"
13.09.2012,"4,908","4,9745","4,987","4,8958",,"-1,27%"
12.09.2012,"4,971","4,9752","5,0077","4,9381",,"-0,09%"
11.09.2012,"4,9755","5,0054","5,0232","4,9638",,"-0,43%"
10.09.2012,"4,997","4,9993","5,0258","4,9875",,"0,10%"
09.09.2012,"4,992","4,9858","5,0043","4,9858",,"0,16%"
07.09.2012,"4,9841","5,0389","5,0533","4,9841",,"-1,15%"
06.09.2012,"5,0422","5,0814","5,0902","5,0316",,"-0,86%"
05.09.2012,"5,0858","5,0949","5,1167","5,075",,"-0,10%"
04.09.2012,"5,091","5,0935","5,1066","5,0599",,"-0,10%"
03.09.2012,"5,0961","5,087","5,1168","5,0797",,"0,33%"
02.09.2012,"5,0791","5,088","5,0972","5,0791",,"-0,10%"
31.08.2012,"5,0841","5,1283","5,1384","5,077",,"-0,80%"
30.08.2012,"5,1251","5,07","5,1354","5,053",,"1,08%"
29.08.2012,"5,0701","5,0308","5,0787","5,0308",,"0,78%"
28.08.2012,"5,0311","5,0169","5,0514","5,0146",,"0,34%"
27.08.2012,"5,014","5,0034","5,0242","4,9959",,"0,15%"
26.08.2012,"5,0066","5,0055","5,0066","5,0024",,"0,08%"
24.08.2012,"5,0026","4,9951","5,0181","4,9862",,"0,25%"
23.08.2012,"4,9901","4,9976","5,0006","4,9784",,"-0,03%"
22.08.2012,"4,9916","4,9969","5,0251","4,9916",,"-0,24%"
21.08.2012,"5,0036","5,0347","5,0459","4,9847",,"-0,74%"
20.08.2012,"5,0411","5,0344","5,052","5,0238",,"0,15%"
19.08.2012,"5,0335","5,0382","5,0432","5,0335",,"-0,05%"
17.08.2012,"5,036","4,9962","5,0469","4,9936",,"0,64%"
16.08.2012,"5,0038","5,0002","5,0186","4,9928",,"0,09%"
15.08.2012,"4,9991","5,0082","5,0218","4,9991",,"-0,26%"
14.08.2012,"5,0123","5,0069","5,0123","4,9844",,"0,11%"
13.08.2012,"5,0068","5,0024","5,0249","4,9764",,"0,08%"
12.08.2012,"5,0026","5,0036","5,0158","5,0005",,"0,00%"
10.08.2012,"5,0024","4,9811","5,0279","4,9766",,"0,35%"
09.08.2012,"4,9852","4,9566","4,9987","4,9448",,"0,50%"
08.08.2012,"4,9604","4,9617","5,0055","4,95",,"0,10%"
07.08.2012,"4,9554","4,9576","4,9754","4,9332",,"-0,19%"
06.08.2012,"4,9648","5,0251","5,0337","4,9432",,"-1,24%"
05.08.2012,"5,0271","5,0189","5,0271","4,9977",,"0,15%"
03.08.2012,"5,0196","5,1266","5,1278","5,0038",,"-2,09%"
02.08.2012,"5,1266","5,0923","5,1278","5,0559",,"0,78%"
01.08.2012,"5,087","5,0655","5,1038","5,0573",,"0,36%"
31.07.2012,"5,0686","5,0463","5,0687","5,0389",,"0,42%"
30.07.2012,"5,0476","5,0161","5,0618","5,0161",,"0,62%"
29.07.2012,"5,0163","5,0162","5,0494","5,0162",,"0,00%"
27.07.2012,"5,0164","5,068","5,0719","5,011",,"-0,89%"
26.07.2012,"5,0615","5,1148","5,1231","5,0503",,"-0,96%"
25.07.2012,"5,1108","5,1633","5,1748","5,1006",,"-1,01%"
24.07.2012,"5,1631","5,1135","5,1687","5,1003",,"0,95%"
23.07.2012,"5,1144","5,0305","5,1386","5,016",,"1,83%"
22.07.2012,"5,0227","5,0248","5,0523","5,0227",,"-0,16%"
20.07.2012,"5,0307","4,9982","5,0315","4,9933",,"0,73%"
19.07.2012,"4,9941","5,0613","5,0621","4,986",,"-1,28%"
18.07.2012,"5,0588","5,0782","5,0961","5,0588",,"-0,30%"
17.07.2012,"5,0739","5,0998","5,1206","5,0739",,"-0,59%"
16.07.2012,"5,1038","5,0909","5,1296","5,0909",,"0,30%"
15.07.2012,"5,0884","5,0981","5,0995","5,0884",,"0,04%"
13.07.2012,"5,0862","5,1343","5,1371","5,0862",,"-0,96%"
12.07.2012,"5,1353","5,1353","5,1509","5,1103",,"0,01%"
11.07.2012,"5,1349","5,1768","5,1795","5,1237",,"-0,80%"
10.07.2012,"5,1763","5,1491","5,1838","5,1396",,"0,14%"
09.07.2012,"5,1693","5,1905","5,1927","5,1486",,"-0,41%"
08.07.2012,"5,1904","5,1627","5,2","5,1627",,"0,46%"
06.07.2012,"5,1666","5,1155","5,177","5,1091",,"0,83%"
05.07.2012,"5,124","5,0954","5,1392","5,087",,"0,68%"
04.07.2012,"5,0893","5,0536","5,1005","5,0536",,"0,34%"
03.07.2012,"5,0723","5,1281","5,1318","5,0494",,"-1,07%"
02.07.2012,"5,1271","5,0985","5,1516","5,0839",,"0,80%"
01.07.2012,"5,0866","5,0973","5,1012","5,0865",,"-0,76%"
29.06.2012,"5,1255","5,2123","5,2161","5,0946",,"-1,62%"
28.06.2012,"5,2097","5,1859","5,2209","5,1632",,"0,55%"
27.06.2012,"5,1813","5,1649","5,1921","5,1488",,"0,23%"
26.06.2012,"5,1693","5,2188","5,2258","5,1578",,"-1,10%"
25.06.2012,"5,2266","5,2115","5,2376","5,1827",,"0,30%"
24.06.2012,"5,2111","5,2205","5,2205","5,2111",,"-0,02%"
22.06.2012,"5,212","5,2436","5,2794","5,1963",,"-0,60%"
21.06.2012,"5,2435","5,1226","5,2524","5,117",,"2,36%"
20.06.2012,"5,1225","5,0927","5,1376","5,0821",,"0,51%"
19.06.2012,"5,0966","5,0974","5,1789","5,086",,"-0,01%"
18.06.2012,"5,0973","5,0702","5,1355","5,0441",,"0,37%"
17.06.2012,"5,0784","5,0638","5,0912","5,0572",,"-0,13%"
15.06.2012,"5,0849","5,0866","5,1109","5,055",,"-0,02%"
14.06.2012,"5,0859","5,1232","5,1269","5,0859",,"-0,44%"
13.06.2012,"5,1086","5,1646","5,1788","5,1005",,"-1,13%"
12.06.2012,"5,1668","5,1431","5,1833","5,1124",,"1,02%"
11.06.2012,"5,1145","5,0551","5,1671","5,0173",,"1,13%"
10.06.2012,"5,0573","5,1209","5,1209","5,0462",,"-0,75%"
08.06.2012,"5,0955","5,0964","5,1687","5,0683",,"-0,02%"
07.06.2012,"5,0967","5,0816","5,0967","5,0346",,"0,30%"
06.06.2012,"5,0817","5,1675","5,2077","5,0696",,"-2,18%"
05.06.2012,"5,195","5,256","5,2664","5,1661",,"-1,14%"
04.06.2012,"5,2547","5,29","5,3558","5,242",,"-0,67%"
03.06.2012,"5,29","5,2772","5,29","5,263",,"0,03%"
01.06.2012,"5,2884","5,2338","5,3376","5,2338",,"1,03%"
31.05.2012,"5,2343","5,1679","5,2779","5,1418",,"1,36%"
30.05.2012,"5,1642","5,0922","5,1749","5,0399",,"1,40%"
29.05.2012,"5,0929","5,0626","5,103","5,0366",,"0,60%"
28.05.2012,"5,0627","5,0616","5,0669","5,016",,"0,02%"
27.05.2012,"5,0616","5,0639","5,0644","5,0259",,"-0,04%"
25.05.2012,"5,0634","5,0137","5,065","4,9921",,"0,91%"
24.05.2012,"5,0176","5,0016","5,0287","4,9812",,"0,10%"
23.05.2012,"5,0126","4,9652","5,0286","4,9349",,"0,92%"
22.05.2012,"4,9669","4,9172","4,9676","4,9003",,"0,93%"
21.05.2012,"4,9211","4,9452","4,9521","4,9071",,"-0,49%"
20.05.2012,"4,9455","4,9496","4,9496","4,92",,"-0,13%"
18.05.2012,"4,9517","4,9164","4,9729","4,9129",,"0,63%"
17.05.2012,"4,9207","4,9122","4,9366","4,8857",,"0,17%"
16.05.2012,"4,9125","4,8548","4,9163","4,8502",,"1,19%"
15.05.2012,"4,8545","4,8067","4,8644","4,7935",,"1,04%"
14.05.2012,"4,8043","4,7861","4,814","4,7732",,"0,55%"
13.05.2012,"4,7782","4,785","4,7986","4,7782",,"-0,20%"
11.05.2012,"4,7877","4,776","4,7895","4,7644",,"0,35%"
10.05.2012,"4,7712","4,8122","4,8152","4,7599",,"-0,76%"
09.05.2012,"4,8075","4,7783","4,828","4,7734",,"0,66%"
08.05.2012,"4,7758","4,7621","4,7858","4,7436",,"0,57%"
07.05.2012,"4,7485","4,7395","4,7852","4,7199",,"0,15%"
06.05.2012,"4,7412","4,7307","4,7412","4,7147",,"0,21%"
04.05.2012,"4,7314","4,6955","4,7434","4,6566",,"0,77%"
03.05.2012,"4,6954","4,6775","4,7021","4,6541",,"0,41%"
02.05.2012,"4,6763","4,6651","4,6953","4,6511",,"0,21%"
01.05.2012,"4,6667","4,6774","4,6822","4,6411",,"-0,18%"
30.04.2012,"4,6751","4,6496","4,6858","4,6427",,"0,52%"
29.04.2012,"4,6509","4,6526","4,6526","4,6273",,"0,07%"
27.04.2012,"4,6478","4,6585","4,677","4,6478",,"-0,25%"
26.04.2012,"4,6595","4,6582","4,6643","4,641",,"0,17%"
25.04.2012,"4,6515","4,6565","4,6674","4,6421",,"-0,13%"
24.04.2012,"4,6576","4,678","4,6838","4,6503",,"-0,55%"
23.04.2012,"4,6833","4,6753","4,6927","4,6639",,"0,17%"
22.04.2012,"4,6753","4,6721","4,6776","4,6651",,"0,18%"
20.04.2012,"4,6671","4,6802","4,6924","4,6671",,"-0,25%"
19.04.2012,"4,6786","4,6862","4,6968","4,6786",,"0,01%"
18.04.2012,"4,6782","4,6811","4,6975","4,6751",,"-0,08%"
17.04.2012,"4,6819","4,6893","4,7085","4,6725",,"-0,06%"
16.04.2012,"4,6847","4,7104","4,7205","4,6847",,"-0,55%"
15.04.2012,"4,7104","4,7033","4,7104","4,703",,"0,15%"
13.04.2012,"4,7034","4,6642","4,7034","4,6625",,"0,86%"
12.04.2012,"4,6631","4,6992","4,7047","4,6631",,"-0,87%"
11.04.2012,"4,7038","4,7285","4,7355","4,694",,"-0,56%"
10.04.2012,"4,7303","4,6942","4,7303","4,684",,"0,64%"
09.04.2012,"4,7","4,6935","4,7094","4,6922",,"0,07%"
08.04.2012,"4,6969","4,6805","4,6969","4,6804",,"0,08%"
06.04.2012,"4,693","4,6578","4,693","4,6534",,"0,80%"
05.04.2012,"4,6557","4,6772","4,695","4,6557",,"-0,41%"
04.04.2012,"4,675","4,6543","4,6859","4,6525",,"0,48%"
03.04.2012,"4,6525","4,6526","4,6662","4,6277",,"0,16%"
02.04.2012,"4,645","4,6622","4,6886","4,645",,"-0,40%"
01.04.2012,"4,6637","4,6538","4,6637","4,6538",,"0,03%"
30.03.2012,"4,6621","4,6682","4,6811","4,6503",,"-0,10%"
29.03.2012,"4,6666","4,6622","4,6892","4,637",,"0,08%"
28.03.2012,"4,6629","4,6099","4,6732","4,6001",,"1,27%"
27.03.2012,"4,6045","4,5919","4,6147","4,5776",,"0,41%"
26.03.2012,"4,5859","4,641","4,649","4,5859",,"-1,19%"
25.03.2012,"4,6411","4,6463","4,6464","4,6411",,"-0,12%"
23.03.2012,"4,6469","4,6739","4,6853","4,6377",,"-0,53%"
22.03.2012,"4,6718","4,632","4,6813","4,6268",,"0,89%"
21.03.2012,"4,6307","4,6276","4,6401","4,611",,"0,14%"
20.03.2012,"4,624","4,6069","4,643","4,6045",,"0,42%"
19.03.2012,"4,6047","4,6218","4,631","4,6011",,"-0,33%"
18.03.2012,"4,6199","4,6229","4,624","4,6199",,"-0,11%"
16.03.2012,"4,6248","4,6502","4,6578","4,6154",,"-0,47%"
15.03.2012,"4,6468","4,6715","4,6774","4,6296",,"-0,56%"
14.03.2012,"4,6731","4,6526","4,6731","4,6408",,"0,32%"
13.03.2012,"4,658","4,6828","4,6849","4,648",,"-0,43%"
12.03.2012,"4,6782","4,6686","4,6966","4,6622",,"0,20%"
11.03.2012,"4,6689","4,6614","4,6843","4,6588",,"0,12%"
09.03.2012,"4,6631","4,6477","4,6852","4,6471",,"0,40%"
08.03.2012,"4,6443","4,6939","4,7016","4,6443",,"-1,11%"
07.03.2012,"4,6962","4,6961","4,7163","4,6786",,"0,01%"
06.03.2012,"4,6955","4,6528","4,705","4,6476",,"0,96%"
05.03.2012,"4,651","4,6601","4,6609","4,635",,"-0,15%"
04.03.2012,"4,6578","4,6619","4,6619","4,6578",,"-0,09%"
02.03.2012,"4,6619","4,6254","4,6636","4,6239",,"0,78%"
01.03.2012,"4,6259","4,6394","4,662","4,6157",,"-0,29%"
29.02.2012,"4,6394","4,6057","4,647","4,5958",,"0,76%"
28.02.2012,"4,6045","4,604","4,6238","4,5792",,"-0,04%"
27.02.2012,"4,6064","4,6305","4,6349","4,5956",,"-0,55%"
26.02.2012,"4,6317","4,6294","4,6317","4,6272",,"0,20%"
24.02.2012,"4,6225","4,6911","4,7036","4,6225",,"-1,41%"
23.02.2012,"4,6885","4,7164","4,721","4,6885",,"-0,49%"
22.02.2012,"4,7114","4,724","4,7336","4,7114",,"-0,38%"
21.02.2012,"4,7296","4,7286","4,7428","4,7184",,"0,00%"
20.02.2012,"4,7295","4,7469","4,7488","4,719",,"-0,35%"
19.02.2012,"4,7461","4,7548","4,765","4,741",,"-0,10%"
17.02.2012,"4,7509","4,7692","4,7707","4,7386",,"-0,29%"
16.02.2012,"4,7647","4,7788","4,814","4,7647",,"-0,36%"
15.02.2012,"4,7819","4,772","4,7819","4,7487",,"0,17%"
14.02.2012,"4,7739","4,7525","4,7857","4,7482",,"0,47%"
13.02.2012,"4,7518","4,768","4,7747","4,7366",,"-0,25%"
12.02.2012,"4,7638","4,7677","4,7827","4,7638",,"-0,20%"
10.02.2012,"4,7735","4,7217","4,7848","4,7217",,"1,13%"
09.02.2012,"4,7201","4,7226","4,7381","4,71",,"-0,04%"
08.02.2012,"4,7221","4,7259","4,7451","4,7107",,"0,00%"
07.02.2012,"4,7219","4,772","4,7797","4,7122",,"-1,04%"
06.02.2012,"4,7717","4,7781","4,7999","4,7621",,"-0,33%"
05.02.2012,"4,7877","4,7918","4,7919","4,7773",,"0,21%"
03.02.2012,"4,7779","4,7903","4,8031","4,7779",,"-0,20%"
02.02.2012,"4,7873","4,7838","4,8123","4,777",,"0,04%"
01.02.2012,"4,7852","4,8009","4,8247","4,7744",,"-0,04%"
31.01.2012,"4,7869","4,8109","4,8188","4,7643",,"-0,65%"
30.01.2012,"4,8182","4,7548","4,8287","4,7545",,"1,14%"
29.01.2012,"4,764","4,7501","4,764","4,75",,"0,02%"
27.01.2012,"4,763","4,8066","4,8152","4,7553",,"-0,87%"
26.01.2012,"4,805","4,8401","4,8503","4,7665",,"-0,82%"
25.01.2012,"4,8449","4,8651","4,8705","4,8259",,"-0,32%"
24.01.2012,"4,8604","4,8923","4,8975","4,8604",,"-0,58%"
23.01.2012,"4,8888","4,9514","4,9609","4,8673",,"-1,27%"
22.01.2012,"4,9515","4,9338","4,953","4,9333",,"0,01%"
20.01.2012,"4,9509","4,9559","4,97","4,9403",,"-0,38%"
19.01.2012,"4,97","4,9821","4,9911","4,9555",,"-0,22%"
18.01.2012,"4,981","5,0174","5,0174","4,981",,"-0,36%"
17.01.2012,"4,9991","5,0198","5,0222","4,9864",,"-0,39%"
16.01.2012,"5,0185","5,0766","5,0766","5,0082",,"-0,64%"
15.01.2012,"5,0506","5,0766","5,0766","5,049",,"0,07%"
13.01.2012,"5,047","4,9943","5,0637","4,99",,"0,88%"
12.01.2012,"5,0028","5,0184","5,0261","4,9901",,"-0,33%"
11.01.2012,"5,0194","5,0044","5,0401","5,0037",,"0,06%"
10.01.2012,"5,0166","5,0476","5,0552","4,9892",,"-0,58%"
09.01.2012,"5,0458","5,0772","5,0888","5,0408",,"-0,37%"
08.01.2012,"5,0643","5,0636","5,1007","5,0636",,"0,18%"
06.01.2012,"5,055","5,0781","5,1003","5,0471",,"-0,44%"
05.01.2012,"5,0772","5,0614","5,0879","5,0286",,"0,59%"
04.01.2012,"5,0474","5,031","5,0641","5,0183",,"0,19%"
03.01.2012,"5,0378","5,1008","5,117","5,0254",,"-0,91%"
02.01.2012,"5,0842","5,0834","5,1358","5,0834",,"0,02%"
01.01.2012,"5,0834","5,1072","5,1072","5,0834",,"-0,33%"
30.12.2011,"5,1003","5,0804","5,1342","5,0748",,"0,35%"
29.12.2011,"5,0825","5,0388","5,1086","5,0363",,"0,85%"
28.12.2011,"5,0396","4,9695","5,0396","4,9681",,"1,52%"
27.12.2011,"4,964","4,9156","4,9856","4,8995",,"1,02%"
26.12.2011,"4,9141","4,9184","4,9184","4,9038",,"0,09%"
25.12.2011,"4,9097","4,9124","4,922","4,9097",,"0,06%"
23.12.2011,"4,907","4,9546","4,9647","4,898",,"-1,09%"
22.12.2011,"4,9609","5,0072","5,0076","4,9429",,"-0,81%"
21.12.2011,"5,0016","5,0286","5,0299","4,9642",,"-0,54%"
20.12.2011,"5,0286","5,0962","5,1009","5,0171",,"-1,36%"
19.12.2011,"5,0981","5,04","5,0981","5,0341",,"1,08%"
18.12.2011,"5,0436","5,0433","5,0436","5,0332",,"-0,09%"
16.12.2011,"5,0482","4,9813","5,0589","4,9763",,"1,31%"
15.12.2011,"4,983","5,004","5,0096","4,983",,"-0,39%"
14.12.2011,"5,0026","4,9833","5,013","4,9823",,"0,32%"
13.12.2011,"4,9866","4,9811",5,"4,9581",,"0,12%"
12.12.2011,"4,9806","4,9463","4,9806","4,9284",,"0,70%"
11.12.2011,"4,9459","4,9636","4,9636","4,9459",,"-0,43%"
09.12.2011,"4,9675","4,9381","4,9737","4,9279",,"0,59%"
08.12.2011,"4,9383","4,9081","4,9563","4,899",,"0,75%"
07.12.2011,"4,9015","4,9485","4,9505","4,8904",,"-0,94%"
06.12.2011,"4,9479","4,882","4,9542","4,87",,"1,30%"
05.12.2011,"4,8843","4,8485","4,8843","4,8483",,"0,74%"
04.12.2011,"4,8484","4,8644","4,8755","4,8469",,"-0,33%"
02.12.2011,"4,8643","4,8284","4,8748","4,8217",,"0,73%"
01.12.2011,"4,8289","4,8124","4,8557","4,8078",,"0,23%"
30.11.2011,"4,8177","4,9095","4,9325","4,8065",,"-1,87%"
29.11.2011,"4,9095","4,9129","4,9234","4,8893",,"-0,14%"
28.11.2011,"4,9163","4,9293","4,9397","4,892",,"-0,47%"
27.11.2011,"4,9397","4,9264","4,9582","4,9264",,"0,00%"
25.11.2011,"4,9397","4,9488","4,9683","4,9291",,"-0,31%"
24.11.2011,"4,9552","4,9567","4,9621","4,9227",,"0,00%"
23.11.2011,"4,9552","4,8834","4,9682","4,8812",,"1,44%"
22.11.2011,"4,8847","4,9025","4,9031","4,8636",,"-0,33%"
21.11.2011,"4,9009","4,8507","4,9085","4,8488",,"1,00%"
20.11.2011,"4,8523","4,8669","4,8669","4,8491",,"0,07%"
18.11.2011,"4,8488","4,8826","4,8842","4,836",,"-0,70%"
17.11.2011,"4,883","4,8518","4,883","4,8356",,"0,71%"
16.11.2011,"4,8486","4,8383","4,8667","4,83",,"0,32%"
15.11.2011,"4,8333","4,8161","4,8502","4,7996",,"0,36%"
14.11.2011,"4,8161","4,7676","4,8167","4,7663",,"0,74%"
13.11.2011,"4,7805","4,7866","4,7992","4,7676",,"-0,15%"
11.11.2011,"4,7877","4,8167","4,8255","4,7582",,"-0,57%"
10.11.2011,"4,8152","4,8406","4,8697","4,7895",,"-0,49%"
09.11.2011,"4,8388","4,7633","4,8453","4,7353",,"1,49%"
08.11.2011,"4,7677","4,8063","4,8135","4,7541",,"-0,81%"
07.11.2011,"4,8067","4,8472","4,8533","4,7856",,"-0,26%"
06.11.2011,"4,819","4,839","4,8487","4,7864",,"-0,53%"
04.11.2011,"4,8447","4,7891","4,8566","4,7831",,"1,15%"
03.11.2011,"4,7897","4,8399","4,8718","4,7839",,"-1,00%"
02.11.2011,"4,838","4,8489","4,8495","4,7915",,"-0,24%"
01.11.2011,"4,8495","4,7681","4,8734","4,7599",,"1,56%"
31.10.2011,"4,7751","4,6758","4,7751","4,6758",,"1,77%"
30.10.2011,"4,6921","4,6782","4,6921","4,6758",,"0,26%"
28.10.2011,"4,68","4,7055","4,715","4,6629",,"-0,34%"
27.10.2011,"4,6959","4,8255","4,827","4,691",,"-2,33%"
26.10.2011,"4,8079","4,7929","4,838","4,7851",,"0,48%"
25.10.2011,"4,7847","4,7971","4,8133","4,7761",,"-0,08%"
24.10.2011,"4,7884","4,8748","4,877","4,7791",,"-1,84%"
23.10.2011,"4,8784","4,8555","4,8784","4,8555",,"0,10%"
21.10.2011,"4,8737","4,8981","4,9272","4,8598",,"-0,51%"
20.10.2011,"4,8986","4,8752","4,947","4,8724",,"0,48%"
19.10.2011,"4,8751","4,8665","4,8875","4,8359",,"0,18%"
18.10.2011,"4,8665","4,8462","4,9218","4,8416",,"0,37%"
17.10.2011,"4,8488","4,8397","4,8679","4,7975",,"0,11%"
16.10.2011,"4,8436","4,8263","4,8436","4,8263",,"0,01%"
14.10.2011,"4,8429","4,8948","4,9004","4,8291",,"-1,14%"
13.10.2011,"4,8986","4,8928","4,9069","4,8718",,"0,23%"
12.10.2011,"4,8872","4,9443","4,963","4,8775",,"-1,24%"
11.10.2011,"4,9488","4,9718","5,0021","4,9223",,"-0,46%"
10.10.2011,"4,9718","5,0835","5,0838","4,9601",,"-1,31%"
09.10.2011,"5,038","5,0515","5,0882","5,0215",,"-0,27%"
07.10.2011,"5,0515","5,0611","5,1011","5,0209",,"-0,19%"
06.10.2011,"5,0611","5,1189","5,1196","5,0611",,"-1,13%"
05.10.2011,"5,1187","5,1325","5,1416","5,0844",,"-0,21%"
04.10.2011,"5,1293","5,1201","5,1595","5,093",,"0,18%"
03.10.2011,"5,1203","5,057","5,1254","5,0021",,"1,25%"
02.10.2011,"5,0571","5,0511","5,0574","5,0398",,"0,24%"
30.09.2011,"5,0452","4,9841","5,0574","4,983",,"0,89%"
29.09.2011,"5,0008","4,9889","5,0075","4,9647",,"0,23%"
28.09.2011,"4,9892","4,954","4,9948","4,952",,"0,70%"
27.09.2011,"4,9544","5,0609","5,0683","4,937",,"-2,09%"
26.09.2011,"5,0604","5,0146","5,0884","5,0059",,"0,73%"
25.09.2011,"5,0236","5,0164","5,0236","5,006",,"0,18%"
23.09.2011,"5,0146","5,0228","5,06","5,0023",,"-0,15%"
22.09.2011,"5,0223","4,9515","5,0359","4,9503",,"1,40%"
21.09.2011,"4,9532","4,9221","4,9713","4,9125",,"0,64%"
20.09.2011,"4,9217","4,9061","4,9462","4,8965",,"0,31%"
19.09.2011,"4,9063","4,8043","4,9102","4,8021",,"2,01%"
18.09.2011,"4,8094","4,7841","4,8133","4,7841",,"0,55%"
16.09.2011,"4,783","4,7568","4,7974","4,7507",,"0,62%"
15.09.2011,"4,7535","4,7458","4,7831","4,7315",,"-0,18%"
14.09.2011,"4,7622","4,7207","4,7947","4,7146",,"0,74%"
13.09.2011,"4,7273","4,7255","4,7413","4,6804",,"-0,06%"
12.09.2011,"4,7301","4,721","4,7517","4,7142",,"0,31%"
11.09.2011,"4,7157","4,6976","4,7257","4,6976",,"0,29%"
